Training Loss,Test Loss
1.8441641377766926,0.40181827087402344
1.7202220105489094,0.23087549285888673
1.6871077262878418,0.21810450286865235
1.6666804852803547,0.21585328216552735
1.6521452204386393,0.2143125274658203
1.6408789301554363,0.2130915237426758
1.6327165537516275,0.21215789794921874
1.6240810386657716,0.21265541839599608
1.6182129992167156,0.21246253662109374
1.612771652730306,0.2093231979370117
1.607637142944336,0.21145789794921874
1.6039033190409342,0.20779458770751952
1.599437297821045,0.20745270080566405
1.5958929051717123,0.20736547698974608
1.5925151491800944,0.2058663360595703
1.5900404393513998,0.2066450180053711
1.5875302014668782,0.20601093292236328
1.5848495704650878,0.2067347396850586
1.5637826627095541,0.20510679473876953
1.5599969286600748,0.20317610015869142
1.5585092748006184,0.20293389892578126
1.5572886405944824,0.2028667282104492
1.5564807657877604,0.20289656066894532
1.5555942225138346,0.20280228576660156
1.5546680707295735,0.2026882095336914
1.5538026438395183,0.20271606903076173
1.5533009005228677,0.20279288787841798
1.552555904897054,0.2027640823364258
1.550859049987793,0.20265217590332033
1.5503064852396646,0.20251168975830078
1.5501176816304525,0.20245986938476562
1.550001240793864,0.20252731018066406
1.5499203168233235,0.2025022476196289
1.5497921498616536,0.20249361724853515
1.5495438293457031,0.20242735137939452
1.5494246271769205,0.2025192596435547
1.5495843040466308,0.20251985931396485
1.5497234077453614,0.2024993133544922
1.5493567751566568,0.20244496002197265
1.5492042978922527,0.2024829376220703
1.5490812975565593,0.20248838348388673
1.5496858815511068,0.20252774353027345
1.5495828943888346,0.20248802947998046
1.5496454689025878,0.20242680053710937
1.549441744486491,0.2025040267944336
1.5494123746236166,0.20242626342773437
1.5494572392781576,0.2024015090942383
1.5494992825826008,0.20247597045898438
1.5493523918151855,0.20248064727783202
1.5495466974894205,0.20247093658447265
1.5496065045674643,0.20247646942138672
1.5493760088602702,0.20255513763427735
1.549644802602132,0.20241464385986327
1.5495314915974936,0.20247465362548828
1.5494282127380372,0.20249703979492187
1.5495440157572429,0.20243867950439454
1.5494804005940754,0.2024467544555664
1.5494336413065593,0.20243753356933594
1.5493996528625489,0.20250767364501954
1.5493173614501954,0.20248765258789062
1.549573351542155,0.2024856643676758
1.5496213053385417,0.2024838394165039
1.5495559557596843,0.20251558227539063
1.5491745765686036,0.2025299789428711
1.549514182027181,0.20248054656982423
1.5493908144632975,0.2025210205078125
1.5495253980000814,0.2024964111328125
1.5495812171936034,0.2025635269165039
1.5493535453796388,0.20250304412841796
1.5493408737182617,0.20247239837646486
1.5491840072631835,0.20250833892822265
1.549789335378011,0.2024609893798828
1.549265389251709,0.20248338775634767
1.549541928354899,0.20244071502685546
1.5495727208455403,0.20250720825195312
1.5495896504720053,0.2024786422729492
1.5494958468119304,0.20245271301269532
1.5496711344401042,0.20247704010009765
1.5493451855977376,0.2024622024536133
1.5495714579264324,0.20245640258789063
1.5493314966837566,0.2024372039794922
1.5495467180887859,0.20251073150634766
1.5492581230163573,0.20244218139648437
1.5495442756652833,0.2025091018676758
1.5492394014994304,0.202476611328125
1.5495247200012208,0.20250819549560548
1.5494056594848633,0.20245503997802736
1.5496370091756184,0.20247149810791015
1.5495872327168783,0.2024423828125
1.5493931907653808,0.20243679504394532
1.5495570785522461,0.2024529556274414
1.54935382715861,0.20245093841552733
1.549386083730062,0.20247263641357421
1.5493443723042806,0.2024500045776367
1.549483925628662,0.20248916931152344
1.5495112930297852,0.20244064331054687
1.549379295094808,0.20244433135986328
1.5496732040405274,0.20248397369384766
1.5494737668355305,0.20243413543701172
1.549626508839925,0.20243191986083983
