Training Loss,Test Loss
1.967342404429118,0.3991336639404297
1.8777088322957356,0.25148555145263674
1.8453408098856607,0.23627209625244142
1.823721686299642,0.23565779724121094
1.8104694633483887,0.2336317092895508
1.7978190409342447,0.23118921203613282
1.7894757619222006,0.23088419799804688
1.7815236493428548,0.22781554107666016
1.776067090098063,0.22841649932861327
1.7688837710062664,0.22678582305908204
1.764920768992106,0.22680922088623046
1.7609408335367838,0.22796006774902344
1.763573673248291,0.22538999786376954
1.7545531613667806,0.22621653900146485
1.7523007631937664,0.2247546630859375
1.7511399706522623,0.22518504638671874
1.746086308034261,0.22491666717529296
1.744172780863444,0.2241338638305664
1.7422350575764973,0.2259203125
1.741334597524007,0.2253307083129883
1.7403983718872071,0.2242259521484375
1.713972612508138,0.22520522308349608
1.7088581565856933,0.2212972885131836
1.706782435353597,0.22094481201171876
1.7064255968729656,0.220772021484375
1.7049207107543944,0.2209149917602539
1.7035001660664877,0.2207031753540039
1.7023093376159668,0.22047327575683595
1.7005692616780599,0.2205397430419922
1.7001718320210775,0.22032760467529297
1.6989243057250976,0.2202523681640625
1.698127597808838,0.22024247131347657
1.6976125493367513,0.22004343566894533
1.6969819129943848,0.22023174285888672
1.6956461654663086,0.22007989196777344
1.6950796714782714,0.2200548355102539
1.6920943087259928,0.2199463806152344
1.691846467590332,0.2198584487915039
1.6917276440938314,0.21982822875976563
1.6914775309244792,0.21977296752929687
1.6913039606730143,0.21977254486083983
1.6913249725341797,0.21972191772460936
1.6911144200642905,0.2197810272216797
1.6911637486775717,0.21974043426513673
1.6909064381917318,0.2197486358642578
1.6907032231648762,0.21973792724609376
1.690300010172526,0.21983740844726563
1.6903957613627116,0.21972686767578126
1.6902909052530926,0.2197201126098633
1.6904072578430176,0.21973542633056642
1.6903893796284994,0.2197443328857422
1.690394593556722,0.2197764450073242
1.6901634381612143,0.2198298110961914
1.6904931836446127,0.21977030029296876
1.6906281041463216,0.21975060577392577
1.6905398094177246,0.21973758544921876
1.6904824765523274,0.2197698699951172
1.6904886655171711,0.21972613983154296
1.6905429003397623,0.21983311157226562
1.6904074437459309,0.2197736068725586
1.6902308497111003,0.2197430938720703
1.690222571818034,0.21976743927001954
1.6901601270039877,0.2198019546508789
1.6903128672281902,0.21966949920654297
1.690303323618571,0.2197106674194336
1.6906045888264973,0.21977128295898438
1.690505406697591,0.2197347702026367
1.6905048655192056,0.21976802215576172
1.6903264996846517,0.21972764587402344
1.6904713780721028,0.21971571655273436
1.690466303507487,0.21977080383300782
1.6904601270039876,0.2198087921142578
1.6904482312520346,0.21973416137695312
1.6904671193440755,0.2197258575439453
1.6905895378112792,0.2197459274291992
1.6906607292175293,0.2196827651977539
1.6904390714009603,0.2197641586303711
1.6906150113423666,0.21968755187988281
1.6905158274332683,0.2197139175415039
1.690378141530355,0.21982852478027343
1.6904589591979982,0.21976072998046875
1.690425249481201,0.21977389831542968
1.6902647382100424,0.21975953063964843
1.6903012420654298,0.21975381469726563
1.690109711964925,0.21978854370117187
1.6905677894592286,0.2196688720703125
1.690713665008545,0.2197468017578125
1.6904234260559081,0.21967630920410156
1.6905795102437338,0.2197171142578125
1.6905783772786458,0.21972147064208986
1.690245650990804,0.2197530502319336
1.6904831118265788,0.21973966827392577
1.690458707936605,0.21978367767333984
1.6906232205708822,0.21973589935302734
1.6906568784077962,0.2197955062866211
1.6905408907572428,0.21975806579589843
1.6903342887878419,0.21979935302734374
1.6901790077209473,0.21976491546630858
1.6903899640401205,0.21972660064697266
1.6904898933410644,0.2196958709716797
